tab	sites
site	location	samples	specimens	age	age_high	age_low	age_sigma	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	height	lat	lon	geologic_classes	geologic_types	lithologies	criteria	software_packages	citations	method_codes	result_quality	result_type	dir_n_specimens	site_definition
16tr029		16tr029a:16tr029b:16tr029c:16tr029d:16tr029e:16tr029f:16tr029h:16tr029i:16tr029j:16tr029k:16tr029l:16tr029m	16tr029a:16tr029b:16tr029c:16tr029d:16tr029e:16tr029f:16tr029h:16tr029i:16tr029j:16tr029k:16tr029l:16tr029m	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	   14.7 	LT	  258.9 	   37.5 	    10 	12.0	12 	0 		10.8640 	0		27.91447	108.80545				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	12 	s
16tr029		16tr029m	16tr029m	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP		HT	105.5	-61.4		1.0	1	0			100		27.91447	108.80545				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	i	1	s
16tr030																					27.93825	108.83141											
16tr031		16tr031a:16tr031d:16tr031f:16tr031h:16tr031i:16tr031j:16tr031l:16tr031m:16tr031n:16tr031p:16tr031q:16tr031r:16tr031s:16tr031t:16tr031u:16tr031v:16tr031w:16tr031x:16tr031y:16tr031z	16tr031a:16tr031d:16tr031f:16tr031h:16tr031i:16tr031j:16tr031l:16tr031m:16tr031n:16tr031p:16tr031q:16tr031r:16tr031s:16tr031t:16tr031u:16tr031v:16tr031w:16tr031x:16tr031y:16tr031z	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	    8.8 	LT	  344.3 	   47.1 	    15 	20.0	20 	0 		18.7206 	0		27.93829	108.83138				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	20 	s
16tr031		16tr031a:16tr031c:16tr031f:16tr031i:16tr031j:16tr031l:16tr031m:16tr031x	16tr031a:16tr031c:16tr031f:16tr031i:16tr031j:16tr031l:16tr031m:16tr031x	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	   14.5 	HT	  319.2 	   55.5 	    16 	8.0	8 	0 		7.5488 	0		27.93829	108.83138				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	i	8 	s
16tr031		16tr031a:16tr031c:16tr031f:16tr031i:16tr031j:16tr031l:16tr031m:16tr031x	16tr031a:16tr031c:16tr031f:16tr031i:16tr031j:16tr031l:16tr031m:16tr031x	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	   14.5 	HT	  338.2 	   64.6 	    16 	8.0	8 	0 		7.5491 	100		27.93829	108.83138				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	8 	s
16tr031		16tr031a:16tr031d:16tr031f:16tr031h:16tr031i:16tr031j:16tr031l:16tr031m:16tr031n:16tr031p:16tr031q:16tr031r:16tr031s:16tr031t:16tr031u:16tr031v:16tr031w:16tr031x:16tr031y:16tr031z	16tr031a:16tr031d:16tr031f:16tr031h:16tr031i:16tr031j:16tr031l:16tr031m:16tr031n:16tr031p:16tr031q:16tr031r:16tr031s:16tr031t:16tr031u:16tr031v:16tr031w:16tr031x:16tr031y:16tr031z	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	    8.8 	LT	    0.1 	   51.1 	    15 	20.0	20 	0 		18.7198 	100		27.93829	108.83138				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	20 	s
16tr032																					27.93841	108.83126											
16tr033		16tr033a:16tr033b:16tr033c:16tr033d:16tr033f:16tr033g:16tr033h:16tr033i:16tr033j:16tr033l:16tr033m:16tr033p:16tr033q:16tr033r:16tr033s:16tr033v:16tr033w:16tr033x:16tr033y	16tr033a:16tr033b:16tr033c:16tr033d:16tr033f:16tr033g:16tr033h:16tr033i:16tr033j:16tr033l:16tr033m:16tr033p:16tr033q:16tr033r:16tr033s:16tr033v:16tr033w:16tr033x:16tr033y	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	    7.2 	LT	   14.2 	   42.5 	    23 	19.0	19 	0 		18.2017 	100		27.9384	108.83125				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	19 	s
16tr033		16tr033j:16tr033l:16tr033p:16tr033r:16tr033s:16tr033v:16tr033x:16tr033y:16tr033z	16tr033j:16tr033l:16tr033p:16tr033r:16tr033s:16tr033v:16tr033x:16tr033y:16tr033z	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	   36.1 	HT	  339.6 	   61.3 	     3 	9.0	9 	0 		6.3264 	0		27.9384	108.83125				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	i	9 	s
16tr033		16tr033a:16tr033b:16tr033c:16tr033d:16tr033f:16tr033g:16tr033h:16tr033i:16tr033j:16tr033l:16tr033m:16tr033p:16tr033q:16tr033r:16tr033s:16tr033v:16tr033w:16tr033x:16tr033y	16tr033a:16tr033b:16tr033c:16tr033d:16tr033f:16tr033g:16tr033h:16tr033i:16tr033j:16tr033l:16tr033m:16tr033p:16tr033q:16tr033r:16tr033s:16tr033v:16tr033w:16tr033x:16tr033y	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	    7.2 	LT	    1.2 	   42.3 	    23 	19.0	19 	0 		18.2018 	0		27.9384	108.83125				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	19 	s
16tr033		16tr033j:16tr033l:16tr033p:16tr033r:16tr033s:16tr033v:16tr033x:16tr033y:16tr033z	16tr033j:16tr033l:16tr033p:16tr033r:16tr033s:16tr033v:16tr033x:16tr033y:16tr033z	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	   36.1 	HT	    6.9 	   65.0 	     3 	9.0	9 	0 		6.3289 	100		27.9384	108.83125				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	9 	s
16tr034		16tr034g:16tr034h:16tr034i:16tr034j:16tr034k:16tr034l:16tr034m:16tr034n:16tr034p:16tr034q:16tr034r	16tr034g:16tr034h:16tr034i:16tr034j:16tr034k:16tr034l:16tr034m:16tr034n:16tr034p:16tr034q:16tr034r	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	   12.9 	HT	  290.7 	  -75.3 	    13 	11.0	11 	0 		10.2541 	100		27.93858	108.83107				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	11 	s
16tr034		16tr034a:16tr034b:16tr034c:16tr034e:16tr034f:16tr034g:16tr034i:16tr034j:16tr034k:16tr034l:16tr034m:16tr034n:16tr034p:16tr034q:16tr034r	16tr034a:16tr034b:16tr034c:16tr034e:16tr034f:16tr034g:16tr034i:16tr034j:16tr034k:16tr034l:16tr034m:16tr034n:16tr034p:16tr034q:16tr034r	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	    8.7 	LT	  235.8 	   36.5 	    20 	15.0	15 	0 		14.3036 	100		27.93858	108.83107				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	15 	s
16tr034		16tr034a:16tr034b:16tr034c:16tr034e:16tr034f:16tr034g:16tr034i:16tr034j:16tr034k:16tr034l:16tr034m:16tr034n:16tr034p:16tr034q:16tr034r	16tr034a:16tr034b:16tr034c:16tr034e:16tr034f:16tr034g:16tr034i:16tr034j:16tr034k:16tr034l:16tr034m:16tr034n:16tr034p:16tr034q:16tr034r	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	    8.7 	LT	  245.7 	   43.3 	    20 	15.0	15 	0 		14.3041 	0		27.93858	108.83107				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	15 	s
16tr034		16tr034g:16tr034h:16tr034i:16tr034j:16tr034k:16tr034l:16tr034m:16tr034n:16tr034p:16tr034q:16tr034r	16tr034g:16tr034h:16tr034i:16tr034j:16tr034k:16tr034l:16tr034m:16tr034n:16tr034p:16tr034q:16tr034r	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	   13.0 	HT	  239.8 	  -74.0 	    13 	11.0	11 	0 		10.2528 	0		27.93858	108.83107				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	i	11 	s
16tr035																					27.95383	108.82081											
16tr035a																					27.95406	108.82105											
16tr035b																					27.95406	108.82105											
16tr035c																					27.95406	108.82105											
16tr035d																					27.95406	108.82105											
16tr035f																					27.95406	108.82105											
16tr035g																					27.95406	108.82105											
16tr035h																					27.95402	108.82101000000002											
16tr035i																					27.95402	108.82101000000002											
16tr035j																					27.95402	108.82101000000002											
16tr035k																					27.95402	108.82101000000002											
16tr035l																					27.95402	108.82101000000002											
16tr035n																					27.95402	108.82101000000002											
16tr035p																					27.95402	108.82101000000002											
16tr035q																					27.95402	108.82101000000002											
16tr035r																					27.95402	108.82101000000002											
16tr035s																					27.95438	108.82104											
16tr035t																					27.95438	108.82104											
16tr036																					27.95376	108.82062											
16tr037		16tr037a:16tr037b:16tr037c:16tr037d:16tr037f:16tr037g:16tr037h:16tr037i:16tr037j:16tr037k:16tr037l:16tr037n:16tr037q:16tr037r:16tr037s:16tr037t:16tr037u:16tr037w:16tr037x:16tr037y:16tr037z	16tr037a:16tr037b:16tr037c:16tr037d:16tr037f:16tr037g:16tr037h:16tr037i:16tr037j:16tr037k:16tr037l:16tr037n:16tr037q:16tr037r:16tr037s:16tr037t:16tr037u:16tr037w:16tr037x:16tr037y:16tr037z	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	    4.1 	LT	   13.7 	   26.9 	    62 	21.0	21 	0 		20.6781 	100		27.94615	108.82851				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	21 	s
16tr037		16tr037b:16tr037d:16tr037e:16tr037g:16tr037i:16tr037j:16tr037k:16tr037l:16tr037m:16tr037n:16tr037p:16tr037r:16tr037s:16tr037t:16tr037u:16tr037w:16tr037z	16tr037b:16tr037d:16tr037e:16tr037g:16tr037i:16tr037j:16tr037k:16tr037l:16tr037m:16tr037n:16tr037p:16tr037r:16tr037s:16tr037t:16tr037u:16tr037w:16tr037z	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	   17.2 	HT	  200.4 	  -85.6 	     5 	17.0	17 	0 		13.9554 	100		27.94615	108.82851				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	17 	s
16tr037		16tr037a:16tr037b:16tr037c:16tr037d:16tr037f:16tr037g:16tr037h:16tr037i:16tr037j:16tr037k:16tr037l:16tr037n:16tr037q:16tr037r:16tr037s:16tr037t:16tr037u:16tr037w:16tr037x:16tr037y:16tr037z	16tr037a:16tr037b:16tr037c:16tr037d:16tr037f:16tr037g:16tr037h:16tr037i:16tr037j:16tr037k:16tr037l:16tr037n:16tr037q:16tr037r:16tr037s:16tr037t:16tr037u:16tr037w:16tr037x:16tr037y:16tr037z	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	    4.1 	LT	    5.7 	   26.8 	    62 	21.0	21 	0 		20.6788 	0		27.94615	108.82851				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	21 	s
16tr037		16tr037b:16tr037d:16tr037e:16tr037g:16tr037i:16tr037j:16tr037k:16tr037l:16tr037m:16tr037n:16tr037p:16tr037r:16tr037s:16tr037t:16tr037u:16tr037w:16tr037z	16tr037b:16tr037d:16tr037e:16tr037g:16tr037i:16tr037j:16tr037k:16tr037l:16tr037m:16tr037n:16tr037p:16tr037r:16tr037s:16tr037t:16tr037u:16tr037w:16tr037z	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	   17.2 	HT	  116.3 	  -74.5 	     5 	17.0	17 	0 		13.9531 	0		27.94615	108.82851				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	i	17 	s
16tr038																					27.94586	108.82871000000002											
16tr039		16tr039b:16tr039c:16tr039d:16tr039e:16tr039f:16tr039g:16tr039h:16tr039i:16tr039j:16tr039k:16tr039l:16tr039m:16tr039n:16tr039q:16tr039t:16tr039u:16tr039v:16tr039w:16tr039x	16tr039b:16tr039c:16tr039d:16tr039e:16tr039f:16tr039g:16tr039h:16tr039i:16tr039j:16tr039k:16tr039l:16tr039m:16tr039n:16tr039q:16tr039t:16tr039u:16tr039v:16tr039w:16tr039x	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	    7.3 	LT	    2.0 	   26.8 	    22 	19.0	19 	0 		18.1839 	100		27.94572	108.82913				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	19 	s
16tr039		16tr039c:16tr039d:16tr039f:16tr039l:16tr039m:16tr039q:16tr039t:16tr039v:16tr039w	16tr039c:16tr039d:16tr039f:16tr039l:16tr039m:16tr039q:16tr039t:16tr039v:16tr039w	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	   21.2 	HT	  138.5 	  -77.4 	     7 	9.0	9 	0 		7.8314 	100		27.94572	108.82913				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	9 	s
16tr039		16tr039b:16tr039c:16tr039d:16tr039e:16tr039f:16tr039g:16tr039h:16tr039i:16tr039j:16tr039k:16tr039l:16tr039m:16tr039n:16tr039q:16tr039t:16tr039u:16tr039v:16tr039w:16tr039x	16tr039b:16tr039c:16tr039d:16tr039e:16tr039f:16tr039g:16tr039h:16tr039i:16tr039j:16tr039k:16tr039l:16tr039m:16tr039n:16tr039q:16tr039t:16tr039u:16tr039v:16tr039w:16tr039x	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	    7.3 	LT	  353.4 	   29.3 	    22 	19.0	19 	0 		18.1843 	0		27.94572	108.82913				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	19 	s
16tr039		16tr039c:16tr039d:16tr039f:16tr039l:16tr039m:16tr039q:16tr039t:16tr039v:16tr039w	16tr039c:16tr039d:16tr039f:16tr039l:16tr039m:16tr039q:16tr039t:16tr039v:16tr039w	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	   21.2 	HT	  105.3 	  -65.0 	     7 	9.0	9 	0 		7.8313 	0		27.94572	108.82913				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	i	9 	s
16tr040																					27.94588	108.82946											
16tr041		16tr041a:16tr041b:16tr041c:16tr041d:16tr041e:16tr041f:16tr041g:16tr041h:16tr041i:16tr041j:16tr041k:16tr041l:16tr041m:16tr041n:16tr041p:16tr041q:16tr041r	16tr041a:16tr041b:16tr041c:16tr041d:16tr041e:16tr041f:16tr041g:16tr041h:16tr041i:16tr041j:16tr041k:16tr041l:16tr041m:16tr041n:16tr041p:16tr041q:16tr041r	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	    7.4 	LT	  335.5 	   37.3 	    24 	17.0	17 	0 		16.3319 	100		27.943620000000006	108.83947				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	17 	s
16tr041		16tr041a:16tr041b:16tr041c:16tr041d:16tr041e:16tr041i:16tr041k:16tr041l:16tr041m:16tr041q	16tr041a:16tr041b:16tr041c:16tr041d:16tr041e:16tr041i:16tr041k:16tr041l:16tr041m:16tr041q	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	   18.4 	HT	  319.5 	   42.5 	     8 	10.0	10 	0 		8.8571 	100		27.943620000000006	108.83947				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	10 	s
16tr041		16tr041a:16tr041b:16tr041c:16tr041d:16tr041e:16tr041f:16tr041g:16tr041h:16tr041i:16tr041j:16tr041k:16tr041l:16tr041m:16tr041n:16tr041p:16tr041q:16tr041r	16tr041a:16tr041b:16tr041c:16tr041d:16tr041e:16tr041f:16tr041g:16tr041h:16tr041i:16tr041j:16tr041k:16tr041l:16tr041m:16tr041n:16tr041p:16tr041q:16tr041r	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	    7.4 	LT	  331.5 	   37.1 	    24 	17.0	17 	0 		16.3319 	0		27.943620000000006	108.83947				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	17 	s
16tr041		16tr041a:16tr041b:16tr041c:16tr041d:16tr041e:16tr041i:16tr041k:16tr041l:16tr041m:16tr041q	16tr041a:16tr041b:16tr041c:16tr041d:16tr041e:16tr041i:16tr041k:16tr041l:16tr041m:16tr041q	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	   18.4 	HT	  315.1 	   40.9 	     8 	10.0	10 	0 		8.8569 	0		27.943620000000006	108.83947				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	i	10 	s
16tr042																					27.9433	108.83927											
16tr043		16tr043a:16tr043b:16tr043c:16tr043e:16tr043f:16tr043g:16tr043i:16tr043j	16tr043a:16tr043b:16tr043c:16tr043e:16tr043f:16tr043g:16tr043i:16tr043j	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	   24.2 	HT	  306.6 	   41.3 	     6 	8.0	8 	0 		6.8684 	100		27.94511	108.83898				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	8 	s
16tr043		16tr043a:16tr043b:16tr043c:16tr043e:16tr043f:16tr043g:16tr043i:16tr043j	16tr043a:16tr043b:16tr043c:16tr043e:16tr043f:16tr043g:16tr043i:16tr043j	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	   24.2 	HT	  305.6 	   37.1 	     6 	8.0	8 	0 		6.8683 	0		27.94511	108.83898				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	i	8 	s
16tr044		16tr044d:16tr044f:16tr044g:16tr044h:16tr044i:16tr044j:16tr044k:16tr044l:16tr044m:16tr044n	16tr044d:16tr044f:16tr044g:16tr044h:16tr044i:16tr044j:16tr044k:16tr044l:16tr044m:16tr044n	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	   32.1 	HT	  195.4 	  -60.2 	     3 	10.0	10 	0 		7.2123 	0		27.95007	108.83708				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	i	10 	s
16tr044		16tr044d:16tr044f:16tr044g:16tr044h:16tr044i:16tr044j:16tr044k:16tr044l:16tr044m:16tr044n	16tr044d:16tr044f:16tr044g:16tr044h:16tr044i:16tr044j:16tr044k:16tr044l:16tr044m:16tr044n	999.9599077743336	1999.9198155486672	0.0	999.9599077743336	Years Cal BP	   32.1 	HT	  211.7 	  -59.1 	     3 	10.0	10 	0 		7.2127 	100		27.95007	108.83708				ACCEPT	pmagpy-4.2.1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	10 	s
16tr045																					27.95385	108.82062											
16tr05																					27.914140000000003	108.80295											
16tr05a																					27.914140000000003	108.80295											
16tr05b																					27.914140000000003	108.80295											
16tr05c																					27.914140000000003	108.80295											
16tr05d																					27.914140000000003	108.80295											
16tr05e																					27.914140000000003	108.80295											
16tr05f																					27.914140000000003	108.80295											
16tr05g																					27.914140000000003	108.80295											
16tr05h																					27.914140000000003	108.80295											
16tr05i																					27.914140000000003	108.80295											
16tr05j																					27.914140000000003	108.80295											
16tr05k																					27.914140000000003	108.80295											
