tab	specimens
specimen	experiments	sample	dir_alpha95	dir_bfv_dec	dir_bfv_inc	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	location	site
16tr025k	16tr025k:LP-DIR-T	16tr025k				HT	343.2	-79.9	2	8	0	0.0	3.2				950	913	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr025
16tr025k	16tr025k:LP-DIR-T	16tr025k				HT	304.2	-52.3	2	8	100	0.0	3.2				950	913	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr025
16tr025k	16tr025k:LP-DIR-T	16tr025k				LT	24.8	30.8	2	4	0	87.9	2.0				573	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr025
16tr025k	16tr025k:LP-DIR-T	16tr025k				LT	40.9	24.4	2	4	100	87.9	2.0				573	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr025
16tr027a	16tr027a:LP-DIR-T	16tr027a				LT	20.0	63.0	1	4	0	45.9	1.1				773	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr027
16tr027a	16tr027a:LP-DIR-T	16tr027a				LT	81.4	49.2	1	4	100	45.9	1.1				773	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr027
16tr027b	16tr027b:LP-DIR-T	16tr027b				LT	26.2	47.7	1	5	0	49.6	4.2				853	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr027
16tr027b	16tr027b:LP-DIR-T	16tr027b				LT	64.9	39.0	1	5	100	49.6	4.2				853	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr027
16tr027c	16tr027c:LP-DIR-T	16tr027c				LT	22.5	51.4	1	4	0	21.3	3.4				773	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr027
16tr027c	16tr027c:LP-DIR-T	16tr027c				LT	67.1	43.0	1	4	100	21.3	3.4				773	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr027
16tr027d	16tr027d:LP-DIR-T	16tr027d				LT	22.0	55.2	2	5	0	39.8	5.6				853	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr027
16tr027d	16tr027d:LP-DIR-T	16tr027d				HT	52.9	7.4	2	8	0	0.0	5.3				954	933	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr027
16tr027d	16tr027d:LP-DIR-T	16tr027d				LT	71.5	45.2	2	5	100	39.8	5.6				853	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr027
16tr027d	16tr027d:LP-DIR-T	16tr027d				HT	53.4	-6.0	2	8	100	0.0	5.3				954	933	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr027
16tr027e	16tr027e:LP-DIR-T	16tr027e				LT	54.3	37.6	1	5	0	41.0	3.7				853	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr027
16tr027e	16tr027e:LP-DIR-T	16tr027e				LT	72.9	17.3	1	5	100	41.0	3.7				853	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr027
16tr027f	16tr027f:LP-DIR-T	16tr027f				LT	28.4	48.1	1	4	0	110.6	3.8				773	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr027
16tr027f	16tr027f:LP-DIR-T	16tr027f				LT	66.4	38.0	1	4	100	110.6	3.8				773	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr027
16tr027g		16tr027g																								1e-05		16tr027
16tr027h	16tr027h:LP-DIR-T	16tr027h				LT	55.7	36.4	1	4	100	71.3	3.1				673	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr027
16tr027h	16tr027h:LP-DIR-T	16tr027h				LT	22.9	40.4	1	4	0	71.3	3.1				673	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr027
16tr027i		16tr027i																								1e-05		16tr027
16tr027j	16tr027j:LP-DIR-T	16tr027j				LT	76.6	23.1	1	5	100	60.2	2.8				673	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr027
16tr027j	16tr027j:LP-DIR-T	16tr027j				LT	52.9	44.3	1	5	0	60.2	2.8				673	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr027
16tr027k		16tr027k																								1e-05		16tr027
16tr029a	16tr029a:LP-DIR-T	16tr029a				LT	273.1	45.3	1	3	0	33.4	7.6				423	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr029
16tr029a	16tr029a:LP-DIR-T	16tr029a				LT	209.2	71.5	1	3	100	33.4	7.6				423	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr029
16tr029b	16tr029b:LP-DIR-T	16tr029b				LT	236.4	30.5	1	3	0	30.9	8.4				423	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr029
16tr029b	16tr029b:LP-DIR-T	16tr029b				LT	206.1	39.4	1	3	100	30.9	8.4				423	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr029
16tr029c	16tr029c:LP-DIR-T	16tr029c				LT	255.5	26.9	1	4	0	34.4	5.7				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr029
16tr029c	16tr029c:LP-DIR-T	16tr029c				LT	225.5	49.6	1	4	100	34.4	5.7				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr029
16tr029d	16tr029d:LP-DIR-T	16tr029d				LT	238.8	13.5	1	4	0	34.8	7.3				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr029
16tr029d	16tr029d:LP-DIR-T	16tr029d				LT	222.9	29.2	1	4	100	34.8	7.3				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr029
16tr029e	16tr029e:LP-DIR-T	16tr029e				LT	279.9	6.9	1	4	0	55.1	4.3				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr029
16tr029e	16tr029e:LP-DIR-T	16tr029e				LT	271.1	45.3	1	4	100	55.1	4.3				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr029
16tr029f	16tr029f:LP-DIR-T	16tr029f				LT	273.2	49.5	1	4	0	101.3	4.8				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr029
16tr029f	16tr029f:LP-DIR-T	16tr029f				LT	195.7	72.5	1	4	100	101.3	4.8				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr029
16tr029g		16tr029g																								1e-05		16tr029
16tr029h	16tr029h:LP-DIR-T	16tr029h				LT	248.7	30.1	1	4	0	28.6	5.5				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr029
16tr029h	16tr029h:LP-DIR-T	16tr029h				LT	215.9	47.3	1	4	100	28.6	5.5				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr029
16tr029i	16tr029i:LP-DIR-T	16tr029i				LT	285.1	6.7	1	3	0	63.9	6.4				423	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr029
16tr029i	16tr029i:LP-DIR-T	16tr029i				LT	278.3	46.5	1	3	100	63.9	6.4				423	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr029
16tr029j	16tr029j:LP-DIR-T	16tr029j				LT	247.3	54.0	1	3	0	37.5	4.9				423	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr029
16tr029j	16tr029j:LP-DIR-T	16tr029j				LT	179.6	57.4	1	3	100	37.5	4.9				423	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr029
16tr029k	16tr029k:LP-DIR-T	16tr029k				LT	305.1	73.5	1	3	0	81.0	3.6				473	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr029
16tr029k	16tr029k:LP-DIR-T	16tr029k				LT	116.3	64.7	1	3	100	81.0	3.6				473	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr029
16tr029l	16tr029l:LP-DIR-T	16tr029l				LT	230.8	57.9	1	3	0	50.9	3.8				423	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr029
16tr029l	16tr029l:LP-DIR-T	16tr029l				LT	169.5	49.4	1	3	100	50.9	3.8				423	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr029
16tr029m	16tr029m:LP-DIR-T	16tr029m				LT	252.2	36.6	2	3	0	122.7	1.8				423	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr029
16tr029m	16tr029m:LP-DIR-T	16tr029m				HT	112.5	-20.3	2	4	0	0.0	9.1				833	803	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr029
16tr029m	16tr029m:LP-DIR-T	16tr029m				HT	105.5	-61.4	2	4	100	0.0	9.1				833	803	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr029
16tr029m	16tr029m:LP-DIR-T	16tr029m				LT	210.4	53.6	2	3	100	122.7	1.8				423	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr029
16tr031a	16tr031a:LP-DIR-T	16tr031a				HT	320.5	38.7	2	4	0	0.0	10.2				933	913	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr031
16tr031a	16tr031a:LP-DIR-T	16tr031a				LT	314.5	55.1	2	5	0	4.0	5.1				673	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031a	16tr031a:LP-DIR-T	16tr031a				LT	332.1	65.2	2	5	100	4.0	5.1				673	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031a	16tr031a:LP-DIR-T	16tr031a				HT	330.3	48.4	2	4	100	0.0	10.2				933	913	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr031
16tr031b		16tr031b																								1e-05		16tr031
16tr031c	16tr031c:LP-DIR-T	16tr031c				HT	293.6	31.8	1	10	0	0.0	8.2				939	873	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr031
16tr031c	16tr031c:LP-DIR-T	16tr031c				HT	296.9	45.3	1	10	100	0.0	8.2				939	873	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr031
16tr031d	16tr031d:LP-DIR-T	16tr031d				LT	333.8	60.6	1	5	0	25.5	7.4				873	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031d	16tr031d:LP-DIR-T	16tr031d				LT	0.2	65.9	1	5	100	25.5	7.4				873	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031e		16tr031e																								1e-05		16tr031
16tr031f	16tr031f:LP-DIR-T	16tr031f				LT	314.1	59.5	2	6	0	6.0	5.2				853	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031f	16tr031f:LP-DIR-T	16tr031f				HT	306.3	54.9	2	8	0	0.0	4.5				937	893	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr031
16tr031f	16tr031f:LP-DIR-T	16tr031f				HT	320.9	66.5	2	8	100	0.0	4.5				937	893	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr031
16tr031f	16tr031f:LP-DIR-T	16tr031f				LT	335.8	69.4	2	6	100	6.0	5.2				853	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031g		16tr031g																								1e-05		16tr031
16tr031h	16tr031h:LP-DIR-T	16tr031h				LT	300.8	38.7	1	5	0	30.8	7.9				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031h	16tr031h:LP-DIR-T	16tr031h				LT	307.0	51.4	1	5	100	30.8	7.9				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031i	16tr031i:LP-DIR-T	16tr031i				LT	9.3	32.4	2	3	0	50.8	3.5				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031i	16tr031i:LP-DIR-T	16tr031i				HT	291.6	62.1	2	10	0	0.0	2.6				963	936	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr031
16tr031i	16tr031i:LP-DIR-T	16tr031i				LT	18.0	31.0	2	3	100	50.8	3.5				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031i	16tr031i:LP-DIR-T	16tr031i				HT	303.8	75.5	2	10	100	0.0	2.6				963	936	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr031
16tr031j	16tr031j:LP-DIR-T	16tr031j				LT	21.5	54.8	2	5	0	17.8	16.7				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031j	16tr031j:LP-DIR-T	16tr031j				LT	38.5	49.5	2	5	100	17.8	16.7				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031j	16tr031j:LP-DIR-T	16tr031j				HT	11.0	69.6	2	8	0	0.0	3.3				951	928	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr031
16tr031j	16tr031j:LP-DIR-T	16tr031j				HT	43.4	64.9	2	8	100	0.0	3.3				951	928	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr031
16tr031l	16tr031l:LP-DIR-T	16tr031l				LT	330.5	40.0	2	3	0	25.6	7.5				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031l	16tr031l:LP-DIR-T	16tr031l				HT	300.2	53.8	2	4	0	0.0	3.5				963	954	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr031
16tr031l	16tr031l:LP-DIR-T	16tr031l				LT	342.1	47.5	2	3	100	25.6	7.5				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031l	16tr031l:LP-DIR-T	16tr031l				HT	311.6	66.3	2	4	100	0.0	3.5				963	954	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr031
16tr031m	16tr031m:LP-DIR-T	16tr031m				LT	342.5	61.3	2	5	0	3.1	10.2				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031m	16tr031m:LP-DIR-T	16tr031m				HT	356.1	58.9	2	13	0	0.0	4.7				957	898	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr031
16tr031m	16tr031m:LP-DIR-T	16tr031m				LT	9.8	64.4	2	5	100	3.1	10.2				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031m	16tr031m:LP-DIR-T	16tr031m				HT	19.8	59.0	2	13	100	0.0	4.7				957	898	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr031
16tr031n	16tr031n:LP-DIR-T	16tr031n				LT	351.4	31.3	1	3	100	47.4	3.6				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031n	16tr031n:LP-DIR-T	16tr031n				LT	344.1	26.4	1	3	0	47.4	3.6				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031p	16tr031p:LP-DIR-T	16tr031p				LT	1.1	27.2	1	7	0	57.2	8.9				823	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031p	16tr031p:LP-DIR-T	16tr031p				LT	8.5	28.1	1	7	100	57.2	8.9				823	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031q	16tr031q:LP-DIR-T	16tr031q				LT	331.1	31.2	1	3	0	80.2	1.5				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031q	16tr031q:LP-DIR-T	16tr031q				LT	339.5	38.9	1	3	100	80.2	1.5				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031r	16tr031r:LP-DIR-T	16tr031r				LT	347.6	43.1	1	5	0	44.5	7.4				873	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031r	16tr031r:LP-DIR-T	16tr031r				LT	1.3	46.5	1	5	100	44.5	7.4				873	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031s	16tr031s:LP-DIR-T	16tr031s				LT	358.8	34.7	1	7	0	55.5	10.9				823	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031s	16tr031s:LP-DIR-T	16tr031s				LT	8.8	35.8	1	7	100	55.5	10.9				823	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031t	16tr031t:LP-DIR-T	16tr031t				LT	7.0	22.3	1	6	100	106.7	10.9				773	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031t	16tr031t:LP-DIR-T	16tr031t				LT	1.3	21.3	1	6	0	106.7	10.9				773	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031u	16tr031u:LP-DIR-T	16tr031u				LT	6.1	63.9	1	6	0	26.0	10.3				903	773	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031u	16tr031u:LP-DIR-T	16tr031u				LT	33.0	61.1	1	6	100	26.0	10.3				903	773	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031v	16tr031v:LP-DIR-T	16tr031v				LT	21.9	49.0	1	3	100	63.7	1.6				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031v	16tr031v:LP-DIR-T	16tr031v				LT	5.2	50.3	1	3	0	63.7	1.6				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031w	16tr031w:LP-DIR-T	16tr031w				LT	1.5	35.2	1	5	0	11.6	8.7				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031w	16tr031w:LP-DIR-T	16tr031w				LT	11.6	35.6	1	5	100	11.6	8.7				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031x	16tr031x:LP-DIR-T	16tr031x				LT	6.8	65.1	2	5	0	19.3	7.1				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031x	16tr031x:LP-DIR-T	16tr031x				HT	347.3	50.1	2	9	0	0.0	5.0				957	933	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr031
16tr031x	16tr031x:LP-DIR-T	16tr031x				LT	34.9	62.0	2	5	100	19.3	7.1				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031x	16tr031x:LP-DIR-T	16tr031x				HT	4.8	53.1	2	9	100	0.0	5.0				957	933	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr031
16tr031y	16tr031y:LP-DIR-T	16tr031y				LT	317.6	48.8	1	8	0	16.7	3.7				898	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031y	16tr031y:LP-DIR-T	16tr031y				LT	331.6	58.6	1	8	100	16.7	3.7				898	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr031z	16tr031z:LP-DIR-T	16tr031z				LT	307.2	47.0	1	4	0	54.4	10.4				573	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr031
16tr031z	16tr031z:LP-DIR-T	16tr031z				LT	317.8	58.7	1	4	100	54.4	10.4				573	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr031
16tr033a	16tr033a:LP-DIR-T	16tr033a				LT	27.1	35.6	1	8	0	58.6	6.1				913	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr033
16tr033a	16tr033a:LP-DIR-T	16tr033a				LT	35.6	30.0	1	8	100	58.6	6.1				913	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr033
16tr033b	16tr033b:LP-DIR-T	16tr033b				LT	11.9	49.8	1	5	0	10.6	14.2				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr033
16tr033b	16tr033b:LP-DIR-T	16tr033b				LT	27.5	46.9	1	5	100	10.6	14.2				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr033
16tr033c	16tr033c:LP-DIR-T	16tr033c				LT	349.1	42.4	1	6	0	9.5	5.1				898	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr033
16tr033c	16tr033c:LP-DIR-T	16tr033c				LT	2.5	45.5	1	6	100	9.5	5.1				898	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr033
16tr033d	16tr033d:LP-DIR-T	16tr033d				LT	20.4	56.7	1	5	0	28.7	16.0				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr033
16tr033d	16tr033d:LP-DIR-T	16tr033d				LT	38.7	51.5	1	5	100	28.7	16.0				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr033
16tr033f	16tr033f:LP-DIR-T	16tr033f				LT	15.0	51.8	1	3	100	3.8	6.6				773	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr033
